1,1,132,330,26,73,1,1,1
1,2,211,260,21,49,1,1,1
1,3,381,312,29,67,1,1,1
1,4,404,318,21,61,1,1,1
1,5,39,231,21,45,1,1,1
1,6,52,236,19,40,1,1,1
1,7,409,253,22,48,1,1,1
1,8,266,191,16,36,1,1,1
1,9,258,195,14,31,1,1,1
1,10,249,193,15,34,1,1,1
1,13,440,191,12,34,1,1,1
1,14,298,149,10,19,1,1,1
1,15,314,164,12,17,1,1,1
1,16,310,163,11,19,1,1,1
1,19,219,190,15,32,1,1,1
1,20,278,152,11,18,1,1,1
1,21,271,152,10,19,1,1,1
1,22,238,173,10,25,1,1,1
1,29,402,155,10,19,1,1,1
1,30,397,152,10,23,1,1,1
1,31,391,154,10,23,1,1,1
1,33,387,186,14,32,1,1,1
1,34,422,162,12,26,1,1,1
2,1,132,330,26,73,1,1,1
2,2,209,260,23,50,1,1,1
2,3,381,313,29,67,1,1,1
2,4,404,318,21,61,1,1,1
2,5,39,231,21,45,1,1,1
2,6,52,236,19,40,1,1,1
2,7,409,253,22,48,1,1,1
2,8,266,191,16,36,1,1,1
2,9,258,195,14,31,1,1,1
2,10,249,193,15,34,1,1,1
2,13,440,191,12,34,1,1,1
2,14,297,149,10,19,1,1,1
2,15,314,164,11,19,1,1,1
2,16,310,163,11,19,1,1,1
2,19,219,190,15,32,1,1,1
2,20,278,152,11,18,1,1,1
2,21,271,152,10,19,1,1,1
2,22,238,173,10,25,1,1,1
2,29,402,155,10,19,1,1,1
2,30,397,152,10,23,1,1,1
2,31,391,154,10,23,1,1,1
2,33,387,186,14,32,1,1,1
2,34,422,162,12,26,1,1,1
3,1,132,331,26,73,1,1,1
3,2,209,260,21,55,1,1,1
3,3,381,313,29,66,1,1,1
3,4,405,319,21,61,1,1,1
3,5,39,231,21,45,1,1,1
3,6,52,236,19,40,1,1,1
3,7,409,253,22,48,1,1,1
3,8,266,191,16,36,1,1,1
3,9,258,195,14,31,1,1,1
3,10,249,193,15,34,1,1,1
3,13,440,191,12,34,1,1,1
3,14,297,149,10,19,1,1,1
3,15,314,163,11,19,1,1,1
3,16,310,163,11,19,1,1,1
3,19,219,190,15,32,1,1,1
3,20,278,152,11,18,1,1,1
3,21,271,152,10,19,1,1,1
3,22,238,173,10,25,1,1,1
3,29,402,155,10,19,1,1,1
3,30,397,152,10,23,1,1,1
3,31,391,154,10,23,1,1,1
3,33,387,186,14,32,1,1,1
3,34,422,162,12,26,1,1,1
4,1,132,331,26,73,1,1,1
4,2,209,260,22,55,1,1,1
4,3,382,314,29,66,1,1,1
4,4,405,318,21,61,1,1,1
4,5,39,231,21,45,1,1,1
4,6,52,236,19,40,1,1,1
4,7,409,253,22,48,1,1,1
4,8,266,191,16,36,1,1,1
4,9,258,195,14,31,1,1,1
4,10,249,193,15,34,1,1,1
4,13,440,191,12,34,1,1,1
4,14,298,149,10,21,1,1,1
4,15,314,163,11,19,1,1,1
4,16,310,163,11,19,1,1,1
4,19,219,190,15,32,1,1,1
4,20,278,152,11,18,1,1,1
4,21,271,152,10,19,1,1,1
4,22,238,173,10,25,1,1,1
4,29,402,155,10,19,1,1,1
4,30,397,152,10,23,1,1,1
4,31,391,154,10,23,1,1,1
4,33,387,186,14,32,1,1,1
4,34,422,162,12,26,1,1,1
5,1,132,331,26,73,1,1,1
5,2,209,260,23,53,1,1,1
5,3,382,315,29,66,1,1,1
5,4,405,319,21,61,1,1,1
5,5,39,231,21,45,1,1,1
5,6,52,237,19,40,1,1,1
5,7,408,253,23,50,1,1,1
5,8,266,192,16,35,1,1,1
5,9,258,195,14,31,1,1,1
5,10,249,193,15,34,1,1,1
5,13,440,191,12,34,1,1,1
5,14,298,149,10,21,1,1,1
5,15,314,163,11,19,1,1,1
5,16,310,163,11,19,1,1,1
5,19,219,190,15,32,1,1,1
5,20,278,152,11,18,1,1,1
5,21,271,152,10,19,1,1,1
5,22,238,173,10,25,1,1,1
5,29,402,155,10,19,1,1,1
5,30,397,152,10,23,1,1,1
5,31,391,154,10,23,1,1,1
5,33,387,186,14,32,1,1,1
5,34,422,162,12,26,1,1,1
6,1,131,331,27,76,1,1,1
6,2,209,259,24,52,1,1,1
6,3,382,315,29,65,1,1,1
6,4,405,319,21,61,1,1,1
6,5,39,232,21,45,1,1,1
6,6,52,237,19,40,1,1,1
6,7,409,255,22,47,1,1,1
6,8,267,192,16,35,1,1,1
6,9,258,196,14,31,1,1,1
6,10,249,193,15,34,1,1,1
6,13,440,191,12,34,1,1,1
6,14,298,149,10,21,1,1,1
6,15,314,163,11,19,1,1,1
6,16,310,163,11,19,1,1,1
6,19,219,190,15,32,1,1,1
6,20,278,152,11,18,1,1,1
6,21,271,152,10,19,1,1,1
6,22,238,173,10,25,1,1,1
6,29,402,155,10,19,1,1,1
6,30,397,152,10,23,1,1,1
6,31,391,154,10,23,1,1,1
6,33,387,186,14,32,1,1,1
6,34,422,162,12,26,1,1,1
7,1,132,332,26,72,1,1,1
7,2,210,259,23,49,1,1,1
7,3,382,316,29,66,1,1,1
7,4,405,319,21,61,1,1,1
7,5,40,232,21,45,1,1,1
7,6,52,237,19,39,1,1,1
7,7,409,255,22,47,1,1,1
7,8,267,192,16,35,1,1,1
7,9,258,196,14,32,1,1,1
7,10,249,194,15,34,1,1,1
7,13,441,191,12,34,1,1,1
7,14,299,149,10,21,1,1,1
7,15,314,163,11,19,1,1,1
7,16,310,163,11,19,1,1,1
7,19,219,190,15,32,1,1,1
7,20,278,152,11,18,1,1,1
7,21,271,152,10,19,1,1,1
7,22,238,173,10,25,1,1,1
7,29,402,155,10,19,1,1,1
7,30,397,152,10,23,1,1,1
7,31,391,154,10,23,1,1,1
7,33,387,186,14,32,1,1,1
7,34,422,162,12,26,1,1,1
8,1,129,332,28,74,1,1,1
8,2,210,257,23,51,1,1,1
8,3,382,315,30,68,1,1,1
8,4,406,319,21,61,1,1,1
8,5,40,232,21,45,1,1,1
8,6,53,238,19,39,1,1,1
8,7,409,257,22,47,1,1,1
8,8,267,193,16,35,1,1,1
8,9,258,196,14,32,1,1,1
8,10,249,194,15,34,1,1,1
8,13,441,191,12,34,1,1,1
8,14,299,149,10,21,1,1,1
8,15,314,163,11,19,1,1,1
8,16,310,163,11,19,1,1,1
8,19,219,190,15,32,1,1,1
8,20,278,152,11,18,1,1,1
8,21,271,152,10,19,1,1,1
8,22,238,173,10,25,1,1,1
8,29,402,155,10,19,1,1,1
8,30,397,152,10,22,1,1,1
8,31,391,154,10,23,1,1,1
8,33,387,186,14,32,1,1,1
8,34,422,162,12,26,1,1,1
9,1,129,333,28,74,1,1,1
9,2,210,256,23,51,1,1,1
9,3,383,316,29,65,1,1,1
9,4,406,320,21,61,1,1,1
9,5,40,233,21,45,1,1,1
9,6,53,238,15,39,1,1,1
9,7,409,257,22,47,1,1,1
9,8,267,193,16,35,1,1,1
9,9,258,196,14,32,1,1,1
9,10,249,194,15,33,1,1,1
9,13,441,191,12,34,1,1,1
9,14,299,149,10,21,1,1,1
9,15,314,163,11,19,1,1,1
9,16,310,164,11,19,1,1,1
9,19,219,190,15,32,1,1,1
9,20,278,152,11,18,1,1,1
9,21,271,152,10,19,1,1,1
9,22,238,173,10,25,1,1,1
9,29,402,155,10,19,1,1,1
9,30,397,152,10,22,1,1,1
9,31,391,154,10,23,1,1,1
9,33,387,186,14,32,1,1,1
9,34,423,162,12,26,1,1,1
