1,1,832,438,108,292,1,1,1
1,2,926,437,104,289,1,1,1
2,1,833,439,108,292,1,1,1
2,2,929,433,113,296,1,1,1
3,1,834,439,104,292,1,1,1
3,2,926,433,113,296,1,1,1
4,1,834,439,104,292,1,1,1
4,2,926,433,106,296,1,1,1
5,1,834,440,104,292,1,1,1
5,2,928,430,106,296,1,1,1
6,1,834,440,104,292,1,1,1
6,2,928,427,106,300,1,1,1
7,1,834,440,104,292,1,1,1
7,2,929,426,106,300,1,1,1
8,1,835,439,104,292,1,1,1
8,2,929,425,106,300,1,1,1
9,1,833,439,104,292,1,1,1
9,2,929,425,106,300,1,1,1
10,1,833,438,104,292,1,1,1
10,2,927,425,106,300,1,1,1
11,1,833,438,104,292,1,1,1
11,2,928,423,106,300,1,1,1
12,1,834,439,104,292,1,1,1
12,2,927,430,106,301,1,1,1
13,1,833,438,104,292,1,1,1
13,2,927,428,106,301,1,1,1
14,1,832,438,104,292,1,1,1
14,2,927,427,106,301,1,1,1
15,1,833,438,104,292,1,1,1
15,2,927,427,106,301,1,1,1
16,1,832,438,104,292,1,1,1
16,2,927,428,106,301,1,1,1
17,1,833,438,104,292,1,1,1
17,2,927,428,106,301,1,1,1
18,1,833,437,104,292,1,1,1
18,2,926,429,106,301,1,1,1
19,1,833,438,104,292,1,1,1
19,2,926,429,106,301,1,1,1
20,1,832,437,104,292,1,1,1
20,2,927,428,106,301,1,1,1
21,1,832,437,104,292,1,1,1
21,2,927,426,106,301,1,1,1
22,1,832,437,104,292,1,1,1
22,2,926,427,106,301,1,1,1
23,1,833,437,104,292,1,1,1
23,2,926,426,106,301,1,1,1
24,1,833,436,104,292,1,1,1
24,2,926,426,106,301,1,1,1
25,1,833,437,104,292,1,1,1
25,2,926,423,106,301,1,1,1
26,1,833,436,104,292,1,1,1
26,2,926,425,106,301,1,1,1
27,1,833,437,104,292,1,1,1
27,2,926,425,106,301,1,1,1
28,1,832,436,104,292,1,1,1
28,2,926,426,106,301,1,1,1
29,1,833,436,104,292,1,1,1
29,2,926,425,106,301,1,1,1
30,1,833,436,104,292,1,1,1
30,2,927,426,106,301,1,1,1
31,1,833,435,104,292,1,1,1
31,2,928,426,106,301,1,1,1
