1002,1,1616,361,178,376,1,1,1
1003,1,1616,361,187,377,1,1,1
1004,1,1617,360,195,378,1,1,1
1005,1,1617,360,204,379,1,1,1
1006,1,1616,359,212,379,1,1,1
1007,1,1623,359,207,373,1,1,1
1008,1,1629,357,202,368,1,1,1
1009,1,1635,356,197,362,1,1,1
1010,1,1641,355,192,356,1,1,1
1011,1,1647,353,186,350,1,1,1
1012,1,1653,351,180,355,1,1,1
1013,1,1659,349,173,359,1,1,1
1014,1,1664,347,167,364,1,1,1
1015,1,1670,344,160,369,1,1,1
1016,1,1675,342,153,373,1,1,1
1031,1,1720,326,139,367,1,1,1
1032,1,1723,327,135,366,1,1,1
1033,1,1725,328,132,366,1,1,1
1034,1,1727,329,128,365,1,1,1
1035,1,1730,330,123,364,1,1,1
1036,1,1732,331,119,363,1,1,1
1037,1,1734,330,118,364,1,1,1
1038,1,1736,330,116,363,1,1,1
1039,1,1738,329,114,363,1,1,1
1040,1,1739,328,113,364,1,1,1
1041,1,1741,327,111,363,1,1,1
1042,1,1741,327,112,361,1,1,1
1043,1,1742,326,112,360,1,1,1
1044,1,1742,325,112,359,1,1,1
1045,1,1742,324,113,357,1,1,1
1046,1,1742,322,113,355,1,1,1
1047,1,1742,322,117,354,1,1,1
1048,1,1742,322,119,350,1,1,1
1049,1,1742,321,122,348,1,1,1
1050,1,1741,321,125,345,1,1,1
1051,1,1741,320,127,342,1,1,1
1052,1,1742,320,133,342,1,1,1
1053,1,1742,321,140,341,1,1,1
1054,1,1743,321,145,341,1,1,1
1055,1,1743,321,152,341,1,1,1
1056,1,1743,321,157,340,1,1,1
1057,1,1746,319,156,342,1,1,1
1058,1,1747,317,156,344,1,1,1
1059,1,1749,316,154,344,1,1,1
1060,1,1751,314,153,346,1,1,1
1061,1,1753,312,151,346,1,1,1
1062,1,1756,312,148,346,1,1,1
1063,1,1758,311,145,346,1,1,1
1064,1,1761,311,141,346,1,1,1
1065,1,1764,310,137,346,1,1,1
1066,1,1766,309,133,345,1,1,1
1067,1,1769,308,131,346,1,1,1
1068,1,1772,305,127,347,1,1,1
1069,1,1775,303,124,348,1,1,1
1070,1,1777,301,122,348,1,1,1
1071,1,1780,298,118,349,1,1,1
1072,1,1782,298,117,348,1,1,1
1073,1,1783,297,116,348,1,1,1
1074,1,1785,296,114,348,1,1,1
1075,1,1786,295,113,347,1,1,1
1076,1,1787,294,111,346,1,1,1
1077,1,1788,294,112,345,1,1,1
1078,1,1788,293,113,344,1,1,1
1079,1,1789,292,113,343,1,1,1
1080,1,1789,292,114,341,1,1,1
1081,1,1789,290,114,340,1,1,1
1082,1,1789,291,115,341,1,1,1
1083,1,1789,291,113,341,1,1,1
1084,1,1789,291,112,341,1,1,1
1085,1,1788,291,112,342,1,1,1
1086,1,1787,290,111,342,1,1,1
1087,1,1787,292,110,341,1,1,1
1088,1,1787,292,108,341,1,1,1
1089,1,1786,293,107,340,1,1,1
1090,1,1785,293,106,340,1,1,1
1091,1,1784,293,104,339,1,1,1
1092,1,1785,293,104,341,1,1,1
1093,1,1785,293,103,342,1,1,1
1094,1,1785,292,102,344,1,1,1
1095,1,1785,292,101,345,1,1,1
1096,1,1785,291,100,347,1,1,1
1097,1,1784,291,100,347,1,1,1
1098,1,1783,292,101,347,1,1,1
1099,1,1782,292,101,347,1,1,1
1100,1,1782,292,100,347,1,1,1
1101,1,1780,292,100,346,1,1,1
1102,1,1779,293,102,347,1,1,1
1103,1,1777,293,103,347,1,1,1
1104,1,1776,293,102,347,1,1,1
1105,1,1774,294,103,346,1,1,1
1106,1,1772,293,104,346,1,1,1
1107,1,1771,294,102,346,1,1,1
1108,1,1770,293,100,346,1,1,1
1109,1,1768,293,99,346,1,1,1
1110,1,1767,293,97,346,1,1,1
1111,1,1765,292,94,345,1,1,1
1112,1,1765,293,92,345,1,1,1
1113,1,1763,293,91,345,1,1,1
1114,1,1762,293,89,344,1,1,1
1115,1,1760,293,87,344,1,1,1
1116,1,1758,293,85,343,1,1,1
1117,1,1753,294,92,343,1,1,1
1118,1,1747,294,98,344,1,1,1
1119,1,1741,295,105,343,1,1,1
1120,1,1735,295,111,344,1,1,1
1121,1,1728,295,118,343,1,1,1
1122,1,1728,296,119,345,1,1,1
1123,1,1728,296,118,346,1,1,1
1124,1,1727,296,119,347,1,1,1
1125,1,1726,297,120,347,1,1,1
1126,1,1725,296,119,348,1,1,1
